timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id
"Jan 8, 2026 @ 15:37:29.034",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: Attempt to login using a non-existent user,5,5710
"Jan 8, 2026 @ 15:37:29.034",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 15:37:29.015",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: Attempt to login using a non-existent user,5,5710
"Jan 8, 2026 @ 15:27:22.595",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 15:27:22.595",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 15:27:22.595",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 15:27:16.590",wazuh-server,"[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]",sshd: authentication success.,3,5715
"Jan 8, 2026 @ 15:27:16.590",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 15:03:54.515",ubuntu-devangs,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Three failed attempts to run sudo,10,5404
"Jan 8, 2026 @ 15:03:48.515",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 14:38:17.991",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 14:38:17.929",ubuntu-devangs,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 14:36:21.909",ubuntu-devangs,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Three failed attempts to run sudo,10,5404
"Jan 8, 2026 @ 14:36:13.812",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 14:36:01.898",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 14:36:01.898",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 14:36:01.840",ubuntu-devangs,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 14:33:40.005",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 14:33:26.394",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 14:32:53.851",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 14:21:11.526",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 14:21:11.463",ubuntu-devangs,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 13:35:04.037",ubuntu-devangs,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 13:35:03.978",ubuntu-devangs,"[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]",sshd: authentication success.,3,5715
"Jan 8, 2026 @ 13:14:38.616",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 13:14:38.616",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 13:14:30.586",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 13:14:30.586",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 13:07:27.837",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 13:07:27.837",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 13:03:18.181",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 13:03:18.181",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 13:00:05.697",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 13:00:05.697",wazuh-server,"[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]",sshd: authentication success.,3,5715
"Jan 8, 2026 @ 12:47:53.846",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 12:47:53.846",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 12:47:43.823",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 12:47:43.823",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 12:47:31.793",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 12:47:31.793",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 12:47:19.786",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 12:47:19.786",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 12:47:03.776",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 12:47:03.776",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 12:46:41.769",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 12:46:41.768",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:15:57.601",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:11:50.509",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:11:50.509",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:11:50.509",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:11:50.509",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:11:40.495",wazuh-server,"[""T1110.001""]","[""Credential Access""]",unix_chkpwd: Password check failed.,5,5557
"Jan 8, 2026 @ 11:11:40.495",wazuh-server,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 11:11:40.495",wazuh-server,"[""T1110.001""]","[""Credential Access""]",unix_chkpwd: Password check failed.,5,5557
"Jan 8, 2026 @ 11:11:40.495",wazuh-server,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 11:08:16.865",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:08:16.865",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:08:16.865",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:08:16.865",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:05:20.670",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:05:20.670",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:05:20.670",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:05:20.670",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:00:34.187",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:00:34.187",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:00:34.187",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:00:34.187",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:00:26.181",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:00:26.181",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 11:00:26.181",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 11:00:26.181",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:56:01.616",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:56:01.616",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:56:01.615",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:56:01.615",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:24:42.343",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:24:42.343",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:24:42.343",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:24:42.343",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:24:20.303",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:24:20.303",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:24:20.302",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:24:20.302",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:21:39.801",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:21:39.801",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:21:39.801",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:21:39.801",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:20:47.676",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:20:47.676",wazuh-server,"[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",PAM: Login session opened.,3,5501
"Jan 8, 2026 @ 10:20:47.675",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:20:47.675",wazuh-server,"[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]",Successful sudo to ROOT executed.,3,5402
"Jan 8, 2026 @ 10:20:36.381",aditys-agent,"[""T1562.001""]","[""Defense Evasion""]",Wazuh agent disconnected.,3,504
"Jan 8, 2026 @ 10:20:36.381",jamod-win10,"[""T1562.001""]","[""Defense Evasion""]",Wazuh agent disconnected.,3,504
"Jan 8, 2026 @ 10:20:36.381",jamod-win10,"[""T1562.001""]","[""Defense Evasion""]",Wazuh agent disconnected.,3,504
"Jan 8, 2026 @ 10:20:36.381",aditys-agent,"[""T1562.001""]","[""Defense Evasion""]",Wazuh agent disconnected.,3,504
"Jan 8, 2026 @ 10:20:36.380",ubuntu-devangs,"[""T1562.001""]","[""Defense Evasion""]",Wazuh agent disconnected.,3,504
"Jan 8, 2026 @ 10:20:36.380",ubuntu-devangs,"[""T1562.001""]","[""Defense Evasion""]",Wazuh agent disconnected.,3,504
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.990",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.990",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Multiple authentication failures.,10,40111
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Multiple authentication failures.,10,40111
"Jan 8, 2026 @ 09:50:44.989",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.988",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.988",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.988",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.988",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.983",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.983",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.981",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.981",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",PAM: Multiple failed logins in a small period of time.,10,5551
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",PAM: Multiple failed logins in a small period of time.,10,5551
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 09:50:44.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.972",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.972",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 09:50:44.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
