timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id
"Jan 8, 2026 @ 16:46:33.994",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.988",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:33.986",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.989",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.983",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.983",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.983",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.983",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.976",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.976",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.976",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.968",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.968",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.968",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.968",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:29.960",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:28.101",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",PAM: Multiple failed logins in a small period of time.,10,5551
"Jan 8, 2026 @ 16:46:28.101",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.092",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.092",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.092",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.084",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",PAM: Multiple failed logins in a small period of time.,10,5551
"Jan 8, 2026 @ 16:46:28.084",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.084",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.084",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.084",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.077",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.077",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.077",ubuntu-devangs,"[""T1110.001""]","[""Credential Access""]",PAM: User login failed.,5,5503
"Jan 8, 2026 @ 16:46:28.068",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:28.068",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Multiple authentication failures.,10,40111
"Jan 8, 2026 @ 16:46:28.062",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:28.054",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:28.054",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:28.047",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:28.047",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:28.036",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:28.036",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:28.027",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Multiple authentication failures.,10,40111
"Jan 8, 2026 @ 16:46:28.027",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:28.021",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:28.021",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:28.013",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:28.005",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:28.005",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:27.999",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:27.992",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:27.986",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Multiple authentication failures.,10,40111
"Jan 8, 2026 @ 16:46:27.986",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:27.980",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:27.979",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:27.972",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:27.972",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:27.965",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",syslog: User missed the password more than one time,10,2502
"Jan 8, 2026 @ 16:46:27.957",ubuntu-devangs,"[""T1110""]","[""Credential Access""]",Maximum authentication attempts exceeded.,8,5758
"Jan 8, 2026 @ 16:46:25.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.974",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.974",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.974",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.974",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.964",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.964",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.964",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.964",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:25.957",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.996",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.987",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:23.966",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.984",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.978",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.978",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.977",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.971",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.963",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.963",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.963",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
"Jan 8, 2026 @ 16:46:19.963",ubuntu-devangs,"[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",sshd: authentication failed.,5,5760
